Image	Object ID	Name	Class	Parent	ROI	Centroid X µm	Centroid Y µm	Nucleus: Area	Nucleus: Perimeter	Nucleus: Circularity	Nucleus: Max caliper	Nucleus: Min caliper	Nucleus: Eccentricity	Nucleus: BCL6 (Cy5) mean	Nucleus: BCL6 (Cy5) sum	Nucleus: BCL6 (Cy5) std dev	Nucleus: BCL6 (Cy5) max	Nucleus: BCL6 (Cy5) min	Nucleus: BCL6 (Cy5) range	Nucleus: DAPI mean	Nucleus: DAPI sum	Nucleus: DAPI std dev	Nucleus: DAPI max	Nucleus: DAPI min	Nucleus: DAPI range	Nucleus: BCL2 (Opal 520) mean	Nucleus: BCL2 (Opal 520) sum	Nucleus: BCL2 (Opal 520) std dev	Nucleus: BCL2 (Opal 520) max	Nucleus: BCL2 (Opal 520) min	Nucleus: BCL2 (Opal 520) range	Nucleus: CD20 (Opal 540) mean	Nucleus: CD20 (Opal 540) sum	Nucleus: CD20 (Opal 540) std dev	Nucleus: CD20 (Opal 540) max	Nucleus: CD20 (Opal 540) min	Nucleus: CD20 (Opal 540) range	Nucleus: MYC (Opal 570) mean	Nucleus: MYC (Opal 570) sum	Nucleus: MYC (Opal 570) std dev	Nucleus: MYC (Opal 570) max	Nucleus: MYC (Opal 570) min	Nucleus: MYC (Opal 570) range	Nucleus: Ki67 (Opal 620) mean	Nucleus: Ki67 (Opal 620) sum	Nucleus: Ki67 (Opal 620) std dev	Nucleus: Ki67 (Opal 620) max	Nucleus: Ki67 (Opal 620) min	Nucleus: Ki67 (Opal 620) range	Nucleus: Autofluorescence mean	Nucleus: Autofluorescence sum	Nucleus: Autofluorescence std dev	Nucleus: Autofluorescence max	Nucleus: Autofluorescence min	Nucleus: Autofluorescence range	Cell: Area	Cell: Perimeter	Cell: Circularity	Cell: Max caliper	Cell: Min caliper	Cell: Eccentricity	Cell: BCL6 (Cy5) mean	Cell: BCL6 (Cy5) std dev	Cell: BCL6 (Cy5) max	Cell: BCL6 (Cy5) min	Cell: DAPI mean	Cell: DAPI std dev	Cell: DAPI max	Cell: DAPI min	Cell: BCL2 (Opal 520) mean	Cell: BCL2 (Opal 520) std dev	Cell: BCL2 (Opal 520) max	Cell: BCL2 (Opal 520) min	Cell: CD20 (Opal 540) mean	Cell: CD20 (Opal 540) std dev	Cell: CD20 (Opal 540) max	Cell: CD20 (Opal 540) min	Cell: MYC (Opal 570) mean	Cell: MYC (Opal 570) std dev	Cell: MYC (Opal 570) max	Cell: MYC (Opal 570) min	Cell: Ki67 (Opal 620) mean	Cell: Ki67 (Opal 620) std dev	Cell: Ki67 (Opal 620) max	Cell: Ki67 (Opal 620) min	Cell: Autofluorescence mean	Cell: Autofluorescence std dev	Cell: Autofluorescence max	Cell: Autofluorescence min	Cytoplasm: BCL6 (Cy5) mean	Cytoplasm: BCL6 (Cy5) std dev	Cytoplasm: BCL6 (Cy5) max	Cytoplasm: BCL6 (Cy5) min	Cytoplasm: DAPI mean	Cytoplasm: DAPI std dev	Cytoplasm: DAPI max	Cytoplasm: DAPI min	Cytoplasm: BCL2 (Opal 520) mean	Cytoplasm: BCL2 (Opal 520) std dev	Cytoplasm: BCL2 (Opal 520) max	Cytoplasm: BCL2 (Opal 520) min	Cytoplasm: CD20 (Opal 540) mean	Cytoplasm: CD20 (Opal 540) std dev	Cytoplasm: CD20 (Opal 540) max	Cytoplasm: CD20 (Opal 540) min	Cytoplasm: MYC (Opal 570) mean	Cytoplasm: MYC (Opal 570) std dev	Cytoplasm: MYC (Opal 570) max	Cytoplasm: MYC (Opal 570) min	Cytoplasm: Ki67 (Opal 620) mean	Cytoplasm: Ki67 (Opal 620) std dev	Cytoplasm: Ki67 (Opal 620) max	Cytoplasm: Ki67 (Opal 620) min	Cytoplasm: Autofluorescence mean	Cytoplasm: Autofluorescence std dev	Cytoplasm: Autofluorescence max	Cytoplasm: Autofluorescence min	Nucleus/Cell area ratio
NSB__NUH A2_1_HP_IM3_0_Core[1,1,1,1]_[26506,6132]_component_data.tif - resolution #1	c27211f2-6388-483b-bcbd-af468fba7350	Ki67 (Opal 620)	Ki67 (Opal 620)	DAPI	Polygon	5.21	2.794	24	18.2518	0.9053	6.4894	4.7968	0.6947	1.9339	189.5197	0.564	4.1826	0.9492	3.2334	12.0425	1180.1671	2.6824	16.4224	5.71	10.7125	0.6885	67.4708	0.3736	1.8722	0.0056	1.8666	2.3883	234.0503	0.6943	4.3427	0.8101	3.5326	0.0041	0.398	0.0304	0.2808	0	0.2808	4.6538	456.0732	1.4825	7.8185	0	7.8185	11.8024	1156.6383	1.7494	16.6261	8.221	8.4051	51	27.2659	0.8621	10.0158	6.5	0.7397	1.9379	0.7554	6.0824	0.0267	7.714	4.7016	16.4224	1.1723	0.6599	0.4657	2.1417	0	2.9545	1.5092	8.7964	0.0589	0.0129	0.0994	1.2036	0	3.2488	2.428	12.0774	0	12.6462	2.8663	23.4191	6.7071	1.9415	0.8948	6.0824	0.0267	3.8578	1.9298	10.6878	1.1723	0.6344	0.5351	2.1417	0	3.459	1.8307	8.7964	0.0589	0.0207	0.1334	1.2036	0	1.997	2.4256	12.0774	0	13.3979	3.4159	23.4191	6.7071	0.4624
NSB__NUH A2_1_HP_IM3_0_Core[1,1,1,1]_[26506,6132]_component_data.tif - resolution #1	15a6de3c-7129-47f4-9b6a-09ff2e653da0	PathCellObject		DAPI	Polygon	32.57	1.518	8.75	12.076	0.754	4.7602	2.7657	0.8334	1.5144	59.0626	0.7272	3.7178	0.075	3.6428	4.7548	185.4381	0.6687	6.0807	3.7734	2.3073	3.2779	127.8381	1.1213	6.1705	1.2827	4.8877	3.9904	155.6237	1.4163	7.2358	1.6658	5.57	0	0	0	0	0	0	0.0132	0.5132	0.0817	0.5104	0	0.5104	11.0386	430.5049	1.3642	14.4608	8.6099	5.8508	22.75	19.5458	0.7483	7.9553	3.4074	0.9033	1.8988	0.8777	4.5166	0.0008	3.7205	1.0545	6.0807	1.9647	3.2558	1.1042	6.1705	1.2827	4.238	1.2619	7.2358	1.6658	0	0	0	0	0.095	0.6106	4.6048	0	11.491	1.5522	15.3584	8.3667	2.1714	0.8787	4.5166	0.0008	2.9871	0.5291	4.1446	1.9647	3.2402	1.102	5.9996	1.4467	4.4136	1.1204	6.9494	1.9792	0	0	0	0	0.1531	0.7931	4.6048	0	11.8117	1.6085	15.3584	8.3667	0.3896
NSB__NUH A2_1_HP_IM3_0_Core[1,1,1,1]_[26506,6132]_component_data.tif - resolution #1	b323179b-8eb2-4d0e-8bf9-3deafb89654c	PathCellObject		DAPI	Polygon	64.16	3.014	17.25	15.8402	0.8639	5.345	4.5665	0.4395	2.3606	172.3244	0.7754	4.7399	1.2156	3.5243	3.1236	228.0252	0.405	4.0584	2.1938	1.8646	0.2821	20.5946	0.426	1.9442	0	1.9442	3.862	281.9268	0.7076	5.6333	2.4311	3.2022	1.6166	118.0095	1.1927	3.7026	0	3.7026	0.4278	31.2304	1.0773	5.5954	0	5.5954	14.9476	1091.1775	2.537	22.1855	10.2209	11.9645	45	24.9394	0.9092	8.9571	6.5	0.6066	2.1029	0.798	4.7399	0.6028	2.4334	0.708	4.0584	1.0635	0.6508	1.0285	4.4342	0	4.2185	1.1494	7.7742	1.9084	1.0571	1.1212	3.7026	0	0.2272	0.7615	5.5954	0	13.3026	2.6768	22.5271	8.8734	1.9319	0.7696	3.9874	0.6028	1.9753	0.4449	3.1985	1.0635	0.8954	1.2227	4.4342	0	4.4552	1.3167	7.7742	1.9084	0.6859	0.9005	3.0278	0	0.094	0.396	2.7671	0	12.2109	2.1673	22.5271	8.8734	0.3844
NSB__NUH A2_1_HP_IM3_0_Core[1,1,1,1]_[26506,6132]_component_data.tif - resolution #1	a220ae21-785d-48f6-803a-501a171fb3bc	Ki67 (Opal 620)	Ki67 (Opal 620)	DAPI	Polygon	90.83	1.617	9	13.5208	0.6187	5.4787	2.2871	0.9414	1.6255	65.019	0.5126	2.3984	0.0007	2.3978	6.2923	251.6913	0.4073	7.0093	5.4171	1.5922	3.0468	121.8725	0.6206	4.0509	1.9674	2.0835	2.3261	93.0457	1.7514	7.7082	0.0003	7.7079	0.005	0.2009	0.0313	0.1983	0	0.1983	15.0555	602.2211	2.6338	19.1214	8.111	11.0104	25.5602	1022.4097	5.1794	39.846	15.7849	24.0611	25.25	21.2852	0.7004	8.9482	3.9798	0.8932	1.4834	0.6846	3.3482	0	5.4782	0.8553	7.0093	3.0701	3.4968	1.132	7.3095	1.5544	3.0517	2.4473	8.8441	0	0.0226	0.0984	0.7392	0	12.5915	3.5074	19.1214	0.0152	26.2293	7.2963	44.5994	8.7382	1.3932	0.7645	3.3482	0	4.9613	0.6325	6.2457	3.0701	3.7825	1.2855	7.3095	1.5544	3.5124	2.7145	8.8441	0	0.0337	0.1225	0.7392	0	11.0271	3.0775	16.987	0.0152	26.6541	8.3806	44.5994	8.7382	0.3349
NSB__NUH A2_1_HP_IM3_0_Core[1,1,1,1]_[26506,6132]_component_data.tif - resolution #1	97d9c003-40b1-4190-b4f3-60537b0e9d3c	CD20 (Opal 540)	CD20 (Opal 540)	DAPI	Polygon	132.35	2.097	9.75	12.7077	0.7587	4.9578	2.8939	0.7588	0.1517	6.2178	0.4231	1.6559	0	1.6559	4.3594	178.7342	0.4086	5.3255	3.6699	1.6555	5.9578	244.2695	1.9751	10.4564	2.5986	7.8577	8.4124	344.9093	1.9124	13.4075	5.8537	7.5539	0	0	0	0	0	0	2.0041	82.1679	2.949	8.1604	0	8.1604	22.0205	902.8421	3.5897	28.4084	14.7219	13.6865	31.25	21.6801	0.8355	8.1849	4.9944	0.773	0.3951	0.6965	3.2551	0	3.515	0.8591	5.3255	1.6737	5.1682	2.0725	10.4564	0.9519	8.3304	2.3222	13.7333	4.6134	0.0001	0.0007	0.0069	0	1.2911	2.3538	8.1604	0	19.2731	3.8665	28.4084	12.2914	0.5098	0.7691	3.2551	0	3.1171	0.7156	4.4702	1.6737	4.796	2.0226	9.5838	0.9519	8.2918	2.5015	13.7333	4.6134	0.0001	0.0009	0.0069	0	0.955	1.9443	6.5338	0	17.9784	3.2847	26.4234	12.2914	0.3274
NSB__NUH A2_1_HP_IM3_0_Core[1,1,1,1]_[26506,6132]_component_data.tif - resolution #1	ff8d94a0-d4de-4c6e-bc1b-9a7e45f70e61	CD20 (Opal 540)	CD20 (Opal 540)	DAPI	Polygon	161.09	2.427	21	17.5197	0.8598	6.8307	3.9671	0.8102	5.38	473.4361	2.428	13.7042	1.2023	12.5019	6.6286	583.3153	0.7028	7.8408	4.8621	2.9787	4.429	389.7513	1.2738	7.4748	1.5379	5.9369	7.0503	620.4301	1.8921	12.0517	4.2872	7.7645	0.0083	0.7264	0.0474	0.3259	0	0.3259	0	0	0	0	0	0	13.723	1207.6277	1.7711	22.4094	9.7858	12.6236	46.25	26.4494	0.8308	10.088	5.5	0.8231	3.8283	2.7277	13.7042	0	4.9711	1.8656	7.8408	0.7239	4.3371	1.5299	7.4748	1.3217	9.238	3.1528	16.1487	4.2872	0.0046	0.0338	0.3259	0	0.2421	1.4782	11.5749	0	14.7506	2.6365	28.57	9.7858	2.4628	2.2022	9.5518	0	3.5126	1.2447	5.9412	0.7239	4.2561	1.7265	7.4305	1.3217	11.1632	2.7625	16.1487	5.5258	0.0014	0.0125	0.1251	0	0.4552	2.0073	11.5749	0	15.6549	2.9341	28.57	11.7408	0.4434
NSB__NUH A2_1_HP_IM3_0_Core[1,1,1,1]_[26506,6132]_component_data.tif - resolution #1	6315ace1-0d7c-4d49-8a29-90694c45981d	PathCellObject		DAPI	Polygon	197.94	4.688	32.5	26.6029	0.5771	10.1412	5.562	0.8328	3.4988	479.3315	1.5974	10.0184	1.4659	8.5525	5.261	720.7601	0.8729	8.1468	3.2594	4.8874	0.6961	95.3622	0.2171	1.5489	0.1082	1.4407	1.7385	238.1792	0.4545	3.6946	0.7404	2.9542	0.4506	61.7361	0.4525	1.961	0	1.961	0.3806	52.1462	0.4267	1.8134	0	1.8134	11.3402	1553.6038	1.59	15.7187	6.9535	8.7652	72.25	33.2492	0.8213	12.4027	7.766	0.7758	3.1729	1.484	10.0184	0.5185	4.3165	1.2486	8.1468	1.3215	0.943	0.6343	4.2659	0.1082	2.2939	1.715	10.577	0.4515	0.4605	0.4645	1.961	0	0.2705	0.3638	1.8134	0	11.8518	2.6457	25.117	6.6824	2.885	1.3154	8.7059	0.5185	3.4816	0.882	6.5962	1.3215	1.1613	0.7852	4.2659	0.2129	2.7848	2.2041	10.577	0.4515	0.4693	0.4761	1.6427	0	0.1732	0.2627	1.1353	0	12.304	3.2489	25.117	6.6824	0.47
NSB__NUH A2_1_HP_IM3_0_Core[1,1,1,1]_[26506,6132]_component_data.tif - resolution #1	c69ef668-230d-4524-a2ef-f85ae39fd22b	Ki67 (Opal 620): CD20 (Opal 540)	Ki67 (Opal 620): CD20 (Opal 540)	DAPI	Polygon	231.34	2.93	40	32.8546	0.4657	12.4872	4.9643	0.942	2.9777	488.3495	1.1817	6.4848	0	6.4848	5.7774	947.4952	0.9857	8.0367	3.7441	4.2926	4.3875	719.5433	1.7442	9.6545	1.8016	7.8529	6.1233	1004.2279	2.4965	12.3248	0.8892	11.4356	0	0	0	0	0	0	10.4206	1708.9738	7.0395	20.8025	0	20.8025	14.6899	2409.1445	5.6332	31.5146	6.1472	25.3674	79.5	38.4727	0.675	14.6574	6.5	0.9013	2.6339	1.3824	7.0078	0	4.9655	1.257	8.0367	2.1481	5.4896	2.3892	10.5364	0.3875	7.3103	2.7018	14.9028	0.8892	0	0	0	0	7.1624	6.8668	20.8025	0	17.6877	6.3345	33.5489	6.1472	2.2771	1.4851	7.0078	0	4.1228	0.9048	6.3557	2.1481	6.6337	2.4343	10.5364	0.3875	8.5423	2.3356	14.9028	3.6104	0	0	0	0	3.7804	4.7285	16.6938	0	20.7993	5.474	33.5489	7.8637	0.5037
NSB__NUH A2_1_HP_IM3_0_Core[1,1,1,1]_[26506,6132]_component_data.tif - resolution #1	7ec387ec-d4cd-416e-ab8f-e3632043ff0f	Ki67 (Opal 620): CD20 (Opal 540)	Ki67 (Opal 620): CD20 (Opal 540)	DAPI	Polygon	251.41	3.51	14.5	18.3898	0.5388	6.4723	4.504	0.6802	3.6699	227.5327	1.2578	6.7275	0.7043	6.0232	3.9787	246.6776	0.4653	4.9601	2.931	2.029	5.1716	320.6373	1.2127	7.5467	2.4756	5.071	7.3035	452.8148	2.9347	12.7669	1.8347	10.9322	0	0	0	0	0	0	10.889	675.1195	5.4735	21.3885	0	21.3885	21.5348	1335.1587	4.1122	31.6825	15.2601	16.4224	39.25	25.0489	0.7861	8.8577	6.4923	0.4865	2.8015	1.4398	6.7275	0	3.1383	0.8486	4.9601	1.2666	4.2266	1.8495	8.8108	0.2061	7.83	4.1521	15.0406	0	0.0182	0.093	0.6758	0	7.1732	6.6095	21.3885	0	23.5736	4.0625	31.7039	13.1171	2.2684	1.2802	5.1293	0	2.6224	0.5726	4.0059	1.2666	3.6465	1.9367	8.8108	0.2061	8.1532	4.7325	15.0406	0	0.0294	0.1169	0.6758	0	4.8921	6.2193	17.7926	0	24.8251	3.5018	31.7039	13.1171	0.3749
NSB__NUH A2_1_HP_IM3_0_Core[1,1,1,1]_[26506,6132]_component_data.tif - resolution #1	dbd2f2d1-9bfe-46bb-8700-fe78684a2a6a	Ki67 (Opal 620)	Ki67 (Opal 620)	DAPI	Polygon	266.72	4.279	44.25	34.212	0.4751	10.9091	7.7089	0.6896	3.1187	558.2432	0.9839	6.5838	0.3638	6.22	6.3028	1128.2063	1.0783	8.8941	4.1334	4.7607	3.8708	692.8745	1.1575	8.4954	2.1375	6.358	4.4893	803.5852	1.9311	8.5453	0.0401	8.5051	0	0	0	0	0	0	16.3527	2927.1406	6.0032	26.912	0	26.912	18.0082	3223.4619	4.9803	30.2042	6.2681	23.9362	96.5	40.2184	0.7497	14.2368	9.5	0.605	2.9203	1.1604	7.587	0.0026	4.883	1.6519	8.8941	1.822	4.1097	1.4058	9.193	1.3229	5.4061	2.269	13.5146	0.0401	0	0	0	0	11.6166	7.2212	26.912	0	17.5328	5.0503	30.4611	6.2681	2.7527	1.269	7.587	0.0026	3.6843	0.9533	5.9724	1.822	4.3115	1.5598	9.193	1.3229	6.1802	2.2484	13.5146	0.6087	0	0	0	0	7.6176	5.5573	24.6418	0	17.1314	5.0858	30.4611	6.6934	0.4565
