Image	Object ID	Name	Class	Parent	ROI	Centroid X µm	Centroid Y µm	Nucleus: Area	Nucleus: Perimeter	Nucleus: Circularity	Nucleus: Max caliper	Nucleus: Min caliper	Nucleus: Eccentricity	Nucleus: BCL6 (Cy5) mean	Nucleus: BCL6 (Cy5) sum	Nucleus: BCL6 (Cy5) std dev	Nucleus: BCL6 (Cy5) max	Nucleus: BCL6 (Cy5) min	Nucleus: BCL6 (Cy5) range	Nucleus: DAPI mean	Nucleus: DAPI sum	Nucleus: DAPI std dev	Nucleus: DAPI max	Nucleus: DAPI min	Nucleus: DAPI range	Nucleus: BCL2 (Opal 520) mean	Nucleus: BCL2 (Opal 520) sum	Nucleus: BCL2 (Opal 520) std dev	Nucleus: BCL2 (Opal 520) max	Nucleus: BCL2 (Opal 520) min	Nucleus: BCL2 (Opal 520) range	Nucleus: CD20 (Opal 540) mean	Nucleus: CD20 (Opal 540) sum	Nucleus: CD20 (Opal 540) std dev	Nucleus: CD20 (Opal 540) max	Nucleus: CD20 (Opal 540) min	Nucleus: CD20 (Opal 540) range	Nucleus: MYC (Opal 570) mean	Nucleus: MYC (Opal 570) sum	Nucleus: MYC (Opal 570) std dev	Nucleus: MYC (Opal 570) max	Nucleus: MYC (Opal 570) min	Nucleus: MYC (Opal 570) range	Nucleus: Ki67 (Opal 620) mean	Nucleus: Ki67 (Opal 620) sum	Nucleus: Ki67 (Opal 620) std dev	Nucleus: Ki67 (Opal 620) max	Nucleus: Ki67 (Opal 620) min	Nucleus: Ki67 (Opal 620) range	Nucleus: Autofluorescence mean	Nucleus: Autofluorescence sum	Nucleus: Autofluorescence std dev	Nucleus: Autofluorescence max	Nucleus: Autofluorescence min	Nucleus: Autofluorescence range	Cell: Area	Cell: Perimeter	Cell: Circularity	Cell: Max caliper	Cell: Min caliper	Cell: Eccentricity	Cell: BCL6 (Cy5) mean	Cell: BCL6 (Cy5) std dev	Cell: BCL6 (Cy5) max	Cell: BCL6 (Cy5) min	Cell: DAPI mean	Cell: DAPI std dev	Cell: DAPI max	Cell: DAPI min	Cell: BCL2 (Opal 520) mean	Cell: BCL2 (Opal 520) std dev	Cell: BCL2 (Opal 520) max	Cell: BCL2 (Opal 520) min	Cell: CD20 (Opal 540) mean	Cell: CD20 (Opal 540) std dev	Cell: CD20 (Opal 540) max	Cell: CD20 (Opal 540) min	Cell: MYC (Opal 570) mean	Cell: MYC (Opal 570) std dev	Cell: MYC (Opal 570) max	Cell: MYC (Opal 570) min	Cell: Ki67 (Opal 620) mean	Cell: Ki67 (Opal 620) std dev	Cell: Ki67 (Opal 620) max	Cell: Ki67 (Opal 620) min	Cell: Autofluorescence mean	Cell: Autofluorescence std dev	Cell: Autofluorescence max	Cell: Autofluorescence min	Cytoplasm: BCL6 (Cy5) mean	Cytoplasm: BCL6 (Cy5) std dev	Cytoplasm: BCL6 (Cy5) max	Cytoplasm: BCL6 (Cy5) min	Cytoplasm: DAPI mean	Cytoplasm: DAPI std dev	Cytoplasm: DAPI max	Cytoplasm: DAPI min	Cytoplasm: BCL2 (Opal 520) mean	Cytoplasm: BCL2 (Opal 520) std dev	Cytoplasm: BCL2 (Opal 520) max	Cytoplasm: BCL2 (Opal 520) min	Cytoplasm: CD20 (Opal 540) mean	Cytoplasm: CD20 (Opal 540) std dev	Cytoplasm: CD20 (Opal 540) max	Cytoplasm: CD20 (Opal 540) min	Cytoplasm: MYC (Opal 570) mean	Cytoplasm: MYC (Opal 570) std dev	Cytoplasm: MYC (Opal 570) max	Cytoplasm: MYC (Opal 570) min	Cytoplasm: Ki67 (Opal 620) mean	Cytoplasm: Ki67 (Opal 620) std dev	Cytoplasm: Ki67 (Opal 620) max	Cytoplasm: Ki67 (Opal 620) min	Cytoplasm: Autofluorescence mean	Cytoplasm: Autofluorescence std dev	Cytoplasm: Autofluorescence max	Cytoplasm: Autofluorescence min	Nucleus/Cell area ratio
NSB__NUH A2_1_HP_IM3_0_Core[1,1,4,1]_[32246,5866]_component_data.tif - resolution #1	97e85a07-b380-4a15-9713-662e657a7d04	CD20 (Opal 540)	CD20 (Opal 540)	DAPI	Polygon	38.8	2.323	10.5	14.6066	0.6184	6.1033	3.0042	0.8806	3.1206	131.0652	0.5439	4.0769	1.9802	2.0967	4.7966	201.4585	0.4519	5.837	4.0401	1.7969	7.5173	315.7278	0.866	10.1132	5.5911	4.5222	8.2874	348.0693	1.2918	13.4246	6.2843	7.1403	0	0	0	0	0	0	0	0	0	0	0	0	9.1149	382.8263	2.3144	13.6989	5.9548	7.7441	34.25	22.7782	0.8295	9.1788	5	0.788	3.0288	0.6939	4.8257	0.2225	3.969	0.8341	5.837	2.2087	7.6386	1.3066	11.0674	3.9565	8.9305	1.603	13.4246	5.591	0	0	0	0	0	0	0	0	9.5223	2.0623	14.0778	5.8312	2.9883	0.7498	4.8257	0.2225	3.6031	0.6901	5.1013	2.2087	7.6922	1.4606	11.0674	3.9565	9.2149	1.6503	12.1702	5.591	0	0	0	0	0	0	0	0	9.7024	1.9262	14.0778	5.8312	0.3066
NSB__NUH A2_1_HP_IM3_0_Core[1,1,4,1]_[32246,5866]_component_data.tif - resolution #1	f9152c84-cbe9-40ba-a3fc-c278bb7a3886	Ki67 (Opal 620)	Ki67 (Opal 620)	DAPI	Polygon	47.93	2.101	12.5	14.0711	0.7934	5.5902	3.5	0.6851	6.6303	331.5135	1.2767	9.1438	4.0224	5.1214	7.4392	371.9608	0.7568	9.259	5.8024	3.4566	6.2719	313.5972	1.5869	10.6928	3.5995	7.0932	5.0823	254.1154	1.9907	9.7072	0.3596	9.3476	0	0	0	0	0	0	18.5675	928.3773	6.2718	31.6899	8.0995	23.5904	9.9363	496.8138	1.833	13.5724	6.0022	7.5702	28.5	21.364	0.7847	8.2765	4.5	0.7439	5.7463	1.4946	9.1438	2.9018	5.5629	1.9698	9.259	1.97	7.428	1.9693	12.1637	3.5995	6.9747	2.5878	13.6027	0.3596	0	0	0	0	9.1709	9.7097	31.6899	0	12.8544	3.8743	21.8329	6.0022	5.0557	1.2785	8.5485	2.9018	4.097	1.2399	6.8005	1.97	8.3312	1.763	12.1637	3.9013	8.4532	1.9665	13.6027	4.6995	0	0	0	0	1.8298	3.6994	13.9871	0	15.1343	3.5031	21.8329	8.1627	0.4386
NSB__NUH A2_1_HP_IM3_0_Core[1,1,4,1]_[32246,5866]_component_data.tif - resolution #1	e679273c-e969-4c0a-800f-dc13f0a7af40	CD20 (Opal 540)	CD20 (Opal 540)	DAPI	Polygon	55.76	4.707	36.25	27.3848	0.6074	9.6566	5.8296	0.8396	3.1453	456.0748	1.1942	6.1594	0.2007	5.9587	6.7601	980.2169	0.7517	8.9284	4.8824	4.046	7.8575	1139.3422	2.0806	12.5328	3.8692	8.6636	7.644	1108.3868	2.7896	12.02	0.0054	12.0146	0.302	43.7962	0.9031	5.3586	0	5.3586	0.3457	50.128	1.0543	6.6934	0	6.6934	23.1997	3363.9619	8.6288	46.0714	11.9427	34.1286	72.25	32.435	0.863	11.6619	8.5	0.6372	3.2147	1.0696	6.4359	0.2007	5.6124	1.5314	8.9284	1.9064	7.4367	2.038	12.5328	3.5162	7.4971	3.3171	13.3341	0.0015	0.784	1.6821	8.2246	0	0.3138	1.0517	6.6934	0	24.5617	10.8401	53.4502	11.3684	3.2846	0.9264	6.4359	0.9494	4.4567	1.214	7.7616	1.9064	7.013	1.9093	11.5166	3.5162	7.3492	3.7789	13.3341	0.0015	1.2693	2.0986	8.2246	0	0.2817	1.0518	5.7128	0	25.9331	12.566	53.4502	11.3684	0.5017
NSB__NUH A2_1_HP_IM3_0_Core[1,1,4,1]_[32246,5866]_component_data.tif - resolution #1	c8ae6089-c350-4925-9569-a8252087b6d5	Ki67 (Opal 620)	Ki67 (Opal 620)	DAPI	Polygon	68.41	1.239	11.25	15.0711	0.6224	6.6708	2.5	0.9297	6.7499	303.7457	0.7295	8.4136	5.0016	3.412	10.8615	488.7682	1.3248	13.4683	8.0225	5.4458	8.2285	370.2842	1.2897	11.1195	5.9495	5.17	7.6075	342.3365	1.5003	11.6625	4.0615	7.6009	0	0	0	0	0	0	21.8894	985.024	8.923	36.0644	0.004	36.0604	10.8339	487.525	3.2435	21.3032	5.3133	15.9899	22.25	22.6066	0.5471	9.6177	3	0.9531	6.6177	1.1451	9.1355	3.4987	8.7072	2.6515	13.4683	4.0476	7.4847	1.9954	12.1749	3.8778	6.8164	2.0366	13.5558	0.9452	0	0	0	0	18.0106	9.2666	36.0644	0	10.566	3.7163	21.3032	5.1875	6.4826	1.4497	9.1355	3.4987	6.5038	1.6637	11.4404	4.0476	6.7239	2.2967	12.1749	3.8778	6.0073	2.2047	13.5558	0.9452	0	0	0	0	14.0435	7.9002	27.7518	0	10.292	4.165	21.0386	5.1875	0.5056
NSB__NUH A2_1_HP_IM3_0_Core[1,1,4,1]_[32246,5866]_component_data.tif - resolution #1	59a3138d-7ec3-45f8-bb7d-759dfff50690	Ki67 (Opal 620)	Ki67 (Opal 620)	DAPI	Polygon	161.1	2.374	20.25	17.8995	0.7942	6.6708	4.5	0.6296	2.2445	181.8011	0.3663	3.3353	1.5849	1.7504	17.1211	1386.8103	1.6734	20.4969	12.4986	7.9983	2.3246	188.2943	0.8164	7.103	1.07	6.033	2.9943	242.5395	1.0447	6.9702	1.4405	5.5297	0	0	0	0	0	0	7.1401	578.347	2.0636	11.9415	0	11.9415	13.2708	1074.9371	1.7242	19.3347	10.3022	9.0325	33.25	24.435	0.6998	9.3408	6	0.6765	2.3727	0.5134	3.9467	1.5187	14.1857	4.283	20.4969	4.6769	3.1884	1.533	7.6998	1.07	3.7218	1.6938	9.5633	1.4405	0	0	0	0	5.3963	3.0973	11.9415	0	14.2482	2.4883	21.5949	10.3022	2.5725	0.6364	3.9467	1.5187	9.6133	2.8431	16.2318	4.6769	4.5339	1.4164	7.6998	2.4503	4.8551	1.8877	9.5633	2.3486	0	0	0	0	2.68	2.408	7.7298	0	15.7706	2.7353	21.5949	10.9154	0.609
NSB__NUH A2_1_HP_IM3_0_Core[1,1,4,1]_[32246,5866]_component_data.tif - resolution #1	daaa0523-9c05-4fb5-b1bc-6edce2fa8708	CD20 (Opal 540)	CD20 (Opal 540)	DAPI	Polygon	168.5	1.587	10	12.4853	0.8061	5.3151	3.3204	0.7743	2.8279	113.1151	1.0466	5.4397	0.7374	4.7023	12.1517	486.0675	1.4149	14.787	9.6149	5.1721	7.4863	299.453	1.711	11.1194	5.3045	5.8149	7.0148	280.5919	1.5571	10.3753	3.6286	6.7467	0	0.0013	0.0002	0.0013	0	0.0013	0.0001	0.0025	0.0004	0.0025	0	0.0025	18.5981	743.9249	2.9801	24.984	13.1263	11.8577	20	17.6569	0.8061	7.1589	3.5	0.8493	2.9103	1.0218	5.4397	0.7374	10.1475	2.7476	14.787	3.828	8.17	2.0265	12.1584	4.9736	8.0742	2.4775	14.3286	3.4997	0.0027	0.0238	0.2129	0	0.0055	0.0444	0.3971	0	17.6533	3.8182	24.984	10.994	2.9927	1.0027	4.8144	1.11	8.1433	2.2475	11.0063	3.828	8.8537	2.1054	12.1584	4.9736	9.1337	2.7761	14.3286	3.4997	0.0054	0.0337	0.2129	0	0.0109	0.0627	0.3971	0	16.7085	4.3381	24.5236	10.994	0.5
NSB__NUH A2_1_HP_IM3_0_Core[1,1,4,1]_[32246,5866]_component_data.tif - resolution #1	ddddeebc-30b7-4f0b-9b26-8edb64fa5ac5	Ki67 (Opal 620): CD20 (Opal 540)	Ki67 (Opal 620): CD20 (Opal 540)	DAPI	Polygon	198.5	2.807	25.5	22.1421	0.6536	8.7464	4.7264	0.831	4.4838	457.3477	0.8413	7.097	2.8033	4.2937	6.8616	699.8857	0.7904	9.3279	4.8923	4.4356	7.1527	729.576	1.8096	11.2943	4.1246	7.1697	6.2114	633.5677	2.008	11.2159	2.0714	9.1445	0	0	0	0	0	0	13.5926	1386.4491	7.5323	34.1968	0	34.1968	15.5848	1589.6459	3.665	26.29	7.9884	18.3015	54.75	29.6066	0.7849	11.8533	6	0.8263	4.2476	0.8515	7.097	2.2906	5.7213	1.4499	9.3279	2.728	8.469	2.1825	13.3245	4.1246	7.5069	2.5493	14.013	2.0714	0	0	0	0	7.3082	8.2734	34.1968	0	15.6316	3.5154	26.4781	7.9884	4.0416	0.809	6.1324	2.2906	4.7272	1.1254	8.4219	2.728	9.6166	1.8025	13.3245	5.9512	8.6362	2.4375	14.013	3.2765	0	0	0	0	1.8294	3.773	18.0656	0	15.6724	3.395	26.4781	10.1926	0.4658
NSB__NUH A2_1_HP_IM3_0_Core[1,1,4,1]_[32246,5866]_component_data.tif - resolution #1	d723ce25-794d-45d5-8fcf-cc44162db808	Ki67 (Opal 620): CD20 (Opal 540)	Ki67 (Opal 620): CD20 (Opal 540)	DAPI	Polygon	219.88	3.453	26.75	19.0208	0.9291	6.8007	5.8138	0.5437	5.9068	632.0262	1.8055	9.7233	1.3692	8.3541	7.9427	849.8726	1.5262	11.2059	4.6893	6.5166	6.8648	734.5298	1.9111	11.4718	3.5212	7.9506	5.4978	588.269	3.5946	12.4525	0	12.4525	0	0	0	0	0	0	29.8821	3197.3882	11.248	50.1372	7.423	42.7142	9.2137	985.8687	2.5978	15.3404	3.0834	12.2569	59.25	28.6066	0.9098	10.2956	7.5	0.5536	3.9819	2.2741	9.7233	0	5.1639	2.8625	11.2059	1.3393	8.3355	2.4711	13.6496	3.5212	7.8006	3.6029	14.2257	0	0	0	0	0	14.6681	15.9792	50.1372	0	12.4734	4.228	25.6448	3.0834	2.3976	1.0863	4.1146	0	2.8768	1.1832	7.9002	1.3393	9.546	2.2135	13.6496	3.7315	9.696	2.2609	14.2257	4.5736	0	0	0	0	2.1458	3.6258	14.3582	0	15.1563	3.3304	25.6448	8.2362	0.4515
NSB__NUH A2_1_HP_IM3_0_Core[1,1,4,1]_[32246,5866]_component_data.tif - resolution #1	4e8caca7-288d-40bd-a973-8573c751c1c5	Ki67 (Opal 620): CD20 (Opal 540)	Ki67 (Opal 620): CD20 (Opal 540)	DAPI	Polygon	236.89	2.15	10.75	12.4853	0.8666	4.6098	3.5	0.5435	6.5775	282.8309	1.3784	9.0063	3.4016	5.6047	7.9288	340.9376	1.0537	9.4264	4.9075	4.5189	6.0777	261.3409	1.6053	11.5697	4.2488	7.3209	5.8764	252.6841	1.7631	10.2104	2.6461	7.5643	0	0	0	0	0	0	14.6075	628.123	7.588	28.2035	0	28.2035	9.7125	417.6367	3.4912	21.0076	4.7585	16.2491	25	19.6066	0.8172	6.9642	5	0.5881	5.9339	1.6058	10.3827	3.4016	5.8161	2.4259	9.4264	2.3539	7.5825	2.6025	13.9269	3.9502	7.8567	2.958	14.1483	2.6461	0	0	0	0	7.9362	8.7502	28.2035	0	10.7398	3.739	21.0076	4.7585	5.4483	1.6049	10.3827	3.5083	4.2223	1.8864	8.1343	2.3539	8.7176	2.644	13.9269	3.9502	9.3506	2.8026	14.1483	4.1851	0	0	0	0	2.9034	5.6762	16.8422	0	11.5147	3.7618	19.0118	4.9013	0.43
NSB__NUH A2_1_HP_IM3_0_Core[1,1,4,1]_[32246,5866]_component_data.tif - resolution #1	3889863d-8b29-42bb-a148-b3346bf69677	Ki67 (Opal 620): CD20 (Opal 540)	Ki67 (Opal 620): CD20 (Opal 540)	DAPI	Polygon	243.66	2.835	26.5	28.2635	0.4169	9.3941	5.4913	0.8513	4.5648	483.8656	1.5926	8.8017	1.875	6.9266	10.0672	1067.121	1.2807	12.1593	7.4073	4.7521	8.2118	870.4489	2.0123	12.8056	4.5725	8.233	7.1502	757.9193	1.8899	11.5793	3.1163	8.463	0	0	0	0	0	0	7.1304	755.8206	6.9324	20.8015	0	20.8015	13.5942	1440.9891	4.2215	22.3751	6.3417	16.0334	47.25	31.6777	0.5917	12.53	6.7494	0.8813	4.5098	1.7206	9.4071	0.0091	8.2559	2.8235	12.1593	2.3831	8.7809	2.4659	15.1964	4.1147	7.8674	2.6709	14.2415	3.1163	0	0	0	0	5.8894	6.767	20.8015	0	12.8704	3.7361	22.3751	6.2825	4.4397	1.879	9.4071	0.0091	5.9427	2.5535	9.9186	2.3831	9.5078	2.7933	15.1964	4.1147	8.7833	3.2044	14.2415	3.171	0	0	0	0	4.3046	6.2383	20.7956	0	11.9459	2.7642	19.9718	6.2825	0.5608
